1;2;3;4;5;6;7;8;9;10;11;12
80217779;TV Show;Marianne;;Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat;France;2013-09-01;2019;TV-MA;1 Season;International TV Shows, TV Dramas, TV Horror;Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world.
80211572;TV Show;Monarca;;Irene Azuela, Juan Manuel Bernal, Osvaldo Benavides, Rosa María Bianchi, Antonio de la Vega, Luis Rábago, Sophie Gómez, James Hyde, Carla Adell, Regina Pavón, Dalí González, Alejandro de Hoyos Parera, José Manuel Rincón, Daniela Schmidt, Gabriela de la Garza;Mexico;2013-09-01;2019;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.
81161230;Movie;Shanghai Fortress;Teng Huatao;Lu Han, Shu Qi, Shi Liang, Godfrey Gao, Wang Gongliang, Wang Sen, Sun Jialing, Vincent Matile;China;2013-09-01;2019;TV-14;107 min;Dramas, International Movies, Romantic Movies;A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.
81002412;Movie;Tall Girl;Nzingha Stewart;Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn;United States;2013-09-01;2019;TV-PG;103 min;Children & Family Movies, Comedies, Romantic Movies;After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.
81023636;Movie;Time Trap;Mark Dennis, Ben Foster;Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari;United States;2013-09-01;2019;TV-14;88 min;Action & Adventure, Sci-Fi & Fantasy;While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.
80217669;TV Show;Top Boy;;Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook;United Kingdom;2013-09-01;2019;TV-MA;1 Season;British TV Shows, Crime TV Shows, International TV Shows;Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler.
80153467;TV Show;Unbelievable;;Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel;United States;2013-09-01;2019;TV-MA;1 Season;Crime TV Shows, TV Dramas;After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.
80192834;Movie;Reversing Roe;;Ricki Stern, Annie Sundberg;United States;2013-09-01;2018;TV-14;100 min;Documentaries;Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade.
80198046;Movie;Ghost of the Mountains;Ben Wallis;Antoine Fuqua;United States;2013-09-01;2017;G;78 min;Documentaries;An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.
80106307;Movie;Extremis;Dan Krauss;;United States;2013-09-01;2016;TV-PG;25 min;Documentaries;Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices.
80993062;TV Show;The I-Land;;Natalie Martinez, Kate Bosworth, Ronald Peet, Kyle Schmid, Alex Pettyfer, Sibylla Deen, Gilles Geary, Anthony Lee Medina, Kota Eberhardt, Michelle Veintimilla, Bruce McGill;United States;2012-09-01;2019;TV-MA;1 Season;TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy;Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.
81098586;TV Show;The Mind, Explained;;Emma Stone;United States;2012-09-01;2019;TV-14;1 Season;Docuseries, Science & Nature TV;Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.
70267728;Movie;Turbo;David Soren;Ben Schwartz, Bill Hader, Luis Guzmán, Snoop Dogg, Paul Giamatti, Ryan Reynolds, Maya Rudolph, Ken Jeong, Samuel L. Jackson, Michael Peña, Michelle Rodriguez, Richard Jenkins, Kurtwood Smith, Luis Guzman;United States;2012-09-01;2019;PG;96 min;Children & Family Movies, Comedies;A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.
81011508;TV Show;Life;;Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin;South Korea;2012-09-01;2018;TV-MA;1 Season;International TV Shows, Korean TV Shows, TV Dramas;At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.
81001000;Movie;On My Skin;Alessio Cremonini;Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora;Italy;2012-09-01;2018;TV-MA;100 min;Dramas, International Movies;Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.
80192445;Movie;Heroin(e);Elaine McMillion Sheldon;;United States;2012-09-01;2017;TV-14;40 min;Documentaries;This documentary follows three women – a fire chief, a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic.
80158670;Movie;Jeff Dunham: Relative Disaster;Michael Simon;Jeff Dunham;United States;2012-09-01;2017;TV-MA;71 min;Stand-Up Comedy;Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.
80223685;TV Show;Daniel Sloss: Live Shows;;Daniel Sloss;United States;2011-09-01;2018;TV-MA;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies;Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.
80189586;TV Show;If I were an Animal;;Zachary Young, Fleur Delahunty;;2011-09-01;2018;TV-Y;1 Season;Docuseries, Kids' TV, Science & Nature TV;Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood.
80244019;Movie;The Resistance Banker;Joram Lürsen;Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert;Netherlands;2011-09-01;2018;TV-MA;123 min;Dramas, International Movies;Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.
80162143;Movie;The Forgotten;Oliver Frampton;Clem Tibber, Elarica Johnson, James Doherty, Shaun Dingwall, Lyndsey Marshal;United Kingdom;2011-09-01;2017;TV-MA;89 min;Horror Movies;After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.
81060174;Movie;Bill Burr: Paper Tiger;Mike Binder;Bill Burr;United States, United Kingdom;2010-09-01;2019;TV-MA;67 min;Stand-Up Comedy;Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.
70130445;Movie;Eat Pray Love;Ryan Murphy;Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero;United States;2010-09-01;2019;PG-13;140 min;Dramas, Romantic Movies;After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.
80216928;Movie;Evelyn;Orlando von Einsiedel;;;2010-09-01;2019;TV-MA;96 min;Documentaries, International Movies;Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing.
81001494;Movie;Our Godfather;Mark Franchetti, Andrew Meier;Tommaso Buscetta;United Kingdom;2010-09-01;2019;TV-MA;93 min;Documentaries, International Movies;In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.
81077065;TV Show;Terrace House: Tokyo 2019-2020;;You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama;;2010-09-01;2019;TV-MA;1 Season;International TV Shows, Reality TV;Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.
80991570;Movie;My Teacher, My Obsession;Damián Romay;Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz;United States;2010-09-01;2018;TV-14;86 min;Thrillers;When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation.
80184129;Movie;68 Kill;Trent Haaga;Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust;United States;2001-09-01;2019;R;96 min;Comedies, Independent Movies, Thrillers;A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
60000861;Movie;American Psycho;Mary Harron;Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner;United States, Canada;2001-09-01;2019;R;102 min;Comedies, Cult Movies, Dramas;With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges.
1151375;Movie;Dante's Peak;Roger Donaldson;Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma;United States;2001-09-01;2019;PG-13;108 min;Action & Adventure;When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives.
81137484;Movie;Elena;Petra Costa;;Brazil, United States;2001-09-01;2019;TV-14;81 min;Documentaries, International Movies;In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting.
80187228;Movie;First Kill;Steven C. Miller;Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye;United Kingdom, Canada, United States;2001-09-01;2019;R;102 min;Action & Adventure;A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime.
81031008;Movie;For the Birds;Richard Miron;Kathy Murphy;United States;2001-09-01;2019;TV-MA;93 min;Documentaries;A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family.
70099119;Movie;Igor;Tony Leondis;John Cusack, Steve Buscemi, Sean Hayes, Molly Shannon, Eddie Izzard, Jennifer Coolidge, Jay Leno;United States, France;2001-09-01;2019;PG;87 min;Children & Family Movies;Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen.
70039185;Movie;Just Friends;Roger Kumble;Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root;Germany, United States, Canada;2001-09-01;2019;PG-13;94 min;Comedies, Romantic Movies;Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.
81073764;TV Show;Loo Loo Kids: Johny & Friends Musical Adventures;;;;2001-09-01;2019;TV-Y;1 Season;Kids' TV;Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series.
81165769;Movie;Mokalik (Mechanic);Kunle Afolayan;Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde;Nigeria;2001-09-01;2019;TV-14;100 min;Dramas, International Movies;A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.
70056433;Movie;Mr. Woodcock;Craig Gillespie;Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler;United States;2001-09-01;2019;PG-13;88 min;Comedies;When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance.
70113003;Movie;My Sister's Keeper;Nick Cassavetes;Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton;United States;2001-09-01;2019;PG-13;109 min;Dramas;A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.
60031232;Movie;Mystic River;Clint Eastwood;Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark;United States, Australia;2001-09-01;2019;R;138 min;Dramas, Thrillers;Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.
80032842;Movie;Oct-01;Kunle Afolayan;Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole, Fabian Adeoye Lojede, Nick Rhys, Kunle Afolayan, Colin David Reese, Ibrahim Shatta, Femi Adebayo, Kanayo O. Kanayo, Lawrence Stubbings, Ademola Adedoyin;Nigeria;2001-09-01;2019;TV-MA;149 min;Dramas, International Movies, Thrillers;Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women.
81137482;Movie;Olmo & the Seagull;Petra Costa, Lea Glob;Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo;Denmark, Brazil, France, Portugal, Sweden;2001-09-01;2019;TV-MA;82 min;Dramas, Independent Movies, International Movies;A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.
70043308;Movie;Open Season;Roger Allers, Jill Culton;Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton;United States;2001-09-01;2019;PG;86 min;Children & Family Movies, Comedies;After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.
81165771;Movie;Phone Swap;Kunle Afolayan;Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu;Nigeria;2001-09-01;2019;TV-14;112 min;Comedies, International Movies, Romantic Movies;A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.
70044697;Movie;Poseidon;Wolfgang Petersen;Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez;United States;2001-09-01;2019;PG-13;98 min;Action & Adventure, Dramas;A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.
70105368;Movie;Rachel Getting Married;Jonathan Demme;Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan;United States;2001-09-01;2019;R;113 min;Dramas, Independent Movies;Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.
80241003;TV Show;Serial Killer with Piers Morgan;;Piers Morgan;United Kingdom;2001-09-01;2019;TV-14;1 Season;British TV Shows, Crime TV Shows, Docuseries;Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.
81141689;Movie;Spookley the Square Pumpkin;Bernie Denk;Sonja Ball, Craig Francis, Rick Jones, Michel Perron, Holly Gauthier-Frankel, Norman Groulx, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin;United States;2001-09-01;2019;G;47 min;Children & Family Movies;When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself.
1008581;Movie;Stripes;Ivan Reitman;Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold;United States;2001-09-01;2019;R;106 min;Classic Movies, Comedies, Cult Movies;After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.
70058023;Movie;Superbad;Greg Mottola;Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan;United States;2001-09-01;2019;R;113 min;Comedies, Cult Movies;Two best friends' quest to buy booze for a party in the hopes of scoring with girls leads them on a series of wacky misadventures.
81165786;Movie;The Bridge;Kunle Afolayan;Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics;Nigeria;2001-09-01;2019;TV-14;119 min;Dramas, International Movies, Romantic Movies;A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.
81165770;Movie;The CEO;Kunle Afolayan;Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo;Nigeria;2001-09-01;2019;TV-14;109 min;Dramas, International Movies, Thrillers;A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.
70043303;Movie;The Lake House;Alejandro Agresti;Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer;United States;2001-09-01;2019;PG;98 min;Dramas, Romantic Movies, Sci-Fi & Fantasy;A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.
70136074;Movie;The Last Exorcism;Daniel Stamm;Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton;France, United States;2001-09-01;2019;PG-13;88 min;Horror Movies, Independent Movies, Thrillers;Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.
1153194;Movie;The Saint;Phillip Noyce;Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev, Henry Goodman, Alun Armstrong, Michael Byrne, Evgeniy Lazarev, Irina Apeksimova, Lev Prygunov;United States;2001-09-01;2019;PG-13;116 min;Action & Adventure, Romantic Movies;Hired by a Russian politician to steal the formula for cold fusion, master thief Simon Templar falls for the scientist who has unlocked the secret.
70112730;Movie;The Taking of Pelham 123;Tony Scott;Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe;United States, United Kingdom;2001-09-01;2019;R;106 min;Action & Adventure;When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher Walter Garber to bring them down.
81154900;TV Show;Transformers Rescue Bots Academy;;Adam Andrianopolous, Pierce Cravens, Xander Crowell, Paul Guyet, Michael Hansen, Mason Hensley, Courtney Shaw, Alan Trinca, Keyon Williams, Andy Zou;United States;2001-09-01;2019;TV-Y;1 Season;Kids' TV;As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions.
81154956;TV Show;Transformers: Cyberverse;;Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune;;2001-09-01;2019;TV-Y7;1 Season;Kids' TV;Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.
81158575;Movie;Uncle Naji in UAE;Ahmed Zain;Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi;United Arab Emirates;2001-09-01;2019;TV-14;95 min;Comedies, International Movies;Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying.
81065786;Movie;Used Goods;Mohamed Hamdy;Mohamed Ragab, Ayten Amer, Hassan Abdulfattah;Egypt;2001-09-01;2019;TV-MA;95 min;Action & Adventure, Comedies, International Movies;To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.
70087541;Movie;You Don't Mess with the Zohan;Dennis Dugan;Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae;United States;2001-09-01;2019;UR;113 min;Action & Adventure, Comedies;An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.
81004113;TV Show;Age of Rebellion;Peter Ho;Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu;Taiwan;2001-09-01;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.
81003984;Movie;Barça Dreams;Jordi Llompart;Johan Cruyff, Andrés Iniesta, Gary Lineker, Xavi Hernández, Lionel Messi, Pau Gasol;Spain;2001-09-01;2018;TV-14;122 min;Documentaries, International Movies, Sports Movies;Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.
70024088;Movie;Brick;Rian Johnson;Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White;United States;2001-09-01;2018;R;110 min;Independent Movies, Thrillers;Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.
81005312;Movie;Carbon;Olivier Marchal;Benoît Magimel, Gringe, Idir Chender, Laura Smet, Michaël Youn, Dani, Patrick Catalifo, Gérard Depardieu;France, Belgium;2001-09-01;2018;TV-MA;104 min;Dramas, International Movies, Thrillers;On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder.
80082969;Movie;Delirium;Dennis Iliadis;Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Daisy McCrackin;United States;2001-09-01;2018;R;96 min;Horror Movies, Thrillers;A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.
80994130;Movie;Garbage;Qaushiq Mukherjee;Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra;India;2001-09-01;2018;TV-MA;109 min;Dramas, Independent Movies, International Movies;The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.
81019924;Movie;Hope Aur Hum;Sudip Bandyopadhyay;Naseeruddin Shah, Kabir Sajid, Sonali Kulkarni, Amir Bashir, Naveen Kasturia, Neha Chauhan, Virti Vaghani;India;2001-09-01;2018;TV-14;95 min;Children & Family Movies, Comedies, Dramas;A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama.
81018240;Movie;​​Kuch Bheege Alfaaz;Onir;Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan;India;2001-09-01;2018;TV-14;110 min;Dramas, Independent Movies, International Movies;After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond.
81013710;Movie;Love and Shukla;Jatla Siddartha;Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane;India;2001-09-01;2018;TV-MA;110 min;Dramas, Independent Movies, International Movies;A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters.
70077076;Movie;Murder Party;Jeremy Saulnier;Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi;United States;2001-09-01;2018;NR;79 min;Comedies, Cult Movies, Horror Movies;"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
81014988;Movie;Once Again;Kanwal Sethi;Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari;India, Germany, Austria;2001-09-01;2018;TV-PG;101 min;Dramas, Independent Movies, International Movies;After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.
80102950;Movie;Pee Mak;Banjong Pisanthanakun;Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot;Thailand;2001-09-01;2018;TV-MA;112 min;Comedies, Horror Movies, International Movies;Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.
80994108;TV Show;Sisters;;Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski;Australia;2001-09-01;2018;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.
70055221;Movie;Solo Con Tu Pareja;Alfonso Cuarón;Luis de Icaza, Dobrina Liubomirova, Isabel Benet, Claudia Fernandez, Luz María Jerez, Claudia Ramírez, Astrid Hadad, Toshiro Hisaki, Daniel Giménez Cacho, Carlos Nakasone, Ricardo Dalmacci, Nevil Wilton, John Keyser, Raúl Valerio, Monserrat Ontiveros, Daniel Gimenez Cacho;Mexico;2001-09-01;2018;NR;94 min;Comedies, Independent Movies, International Movies;A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.
81005314;Movie;Sparring;Samuel Jouy;Mathieu Kassovitz, Olivia Merilahti, Souleymane M'Baye, Billie Blain, Malik Bine, Zakariya Gouram, Jolente De Keersmaeker, Lyes Salem, Ali Labidi, David Saracino;France;2001-09-01;2018;TV-14;94 min;Dramas, International Movies, Sports Movies;A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.
80242828;Movie;Stephanie;Akiva Goldsman;Shree Cooks, Frank Grillo, Anna Torv;United States;2001-09-01;2018;R;86 min;Horror Movies;A menacing, unseen force stalks a young girl living by herself in a suburban house, where she's surrounded by reminders of her once-happy family.
81004223;Movie;Terrifier;Damien Leone;Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran, Pooya Mohseni, Matt McAllister, Katie Maguire, Gino Cafarelli, Cory DuVal, Michael Leavy;United States;2001-09-01;2018;TV-MA;84 min;Horror Movies, Independent Movies, Thrillers;On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence.
