1;2;3;4;5;6;7;8;9;10;11;12
80198730;Movie;The Keeping Hours;Karen Moncrieff;Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain;United States;2001-09-01;2018;PG-13;95 min;Dramas, Thrillers;Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.
80999945;Movie;The Perfect Day;Jean-Pierre Devillers;;;2001-09-01;2018;TV-14;93 min;Documentaries, International Movies, Sports Movies;French soccer fans, celebrities and athletes retrace the exhilarating events of July 12, 1998, as France earned a historic win in the World Cup final.
81016043;Movie;The Promise;Sophon Sakdaphisit;Bee Namthip, Apichaya Thongkham, Thunyaphat Pattarateerachaicharoen, Panisara Rikulsurakan, Deuntem Salitul, Benjamin Joseph Varney, Suchada Poonpattanasuk, Surachai Ningsanond, Teerapop Songwaja, Duangjai Hiransri, Sawanee Utoomma, Chaleeda Gilbert;Thailand;2001-09-01;2018;TV-MA;113 min;Horror Movies, International Movies, Thrillers;In the wake of the 1997 financial crisis, two teens whose families face bankruptcy make a suicide pact – but one of them breaks the promise.
17672040;Movie;The River Wild;Curtis Hanson;Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano;United States;2001-09-01;2018;PG-13;111 min;Action & Adventure;A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.
81004162;TV Show;The Road to Calvary;;Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner;Russia;2001-09-01;2018;TV-14;1 Season;International TV Shows, TV Dramas;Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.
81011096;Movie;최강전사 미니특공대 : 영웅의 탄생;Young Jun Lee;Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-young, So-yeon;;2001-09-01;2018;TV-Y7-FV;68 min;Children & Family Movies;Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.
80188969;TV Show;A Boy Name Flora A;;Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang;Taiwan;2001-09-01;2017;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.
80189155;TV Show;A House of Blocks;;Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting;;2001-09-01;2017;TV-MA;1 Season;International TV Shows, TV Dramas, TV Horror;Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.
20254278;Movie;Aakhri Adaalat;Rajiv Mehra;Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar;India;2001-09-01;2017;TV-14;148 min;Action & Adventure, International Movies;An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.
80203742;Movie;Alias JJ, la celebridad del mal;;;;2001-09-01;2017;TV-14;54 min;Documentaries, International Movies;Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez.
80189208;TV Show;All About Love;;Christina Mok, River Huang, Stone Yang, April Liu, Andy Wu, Jake Hsu;Taiwan;2001-09-01;2017;TV-14;1 Season;International TV Shows, TV Dramas, TV Horror;Mysterious ghosts – determined to reconnect with the living world – begin to cross over and disrupt the lives of those they left behind.
70276596;Movie;Berserk: The Golden Age Arc II - The Battle for Doldrey;Toshiyuki Kubooka;Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo;Japan;2001-09-01;2017;TV-MA;92 min;Action & Adventure, Anime Features, International Movies;For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.
80063025;Movie;Berserk: The Golden Age Arc III - The Advent;Toshiyuki Kubooka;Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka;Japan;2001-09-01;2017;TV-MA;107 min;Action & Adventure, Anime Features, International Movies;A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.
70068739;Movie;Brother's Shadow;Todd S. Yellin;Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery;United States;2001-09-01;2017;TV-14;90 min;Dramas, Independent Movies;After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother.
80158389;Movie;Chadi Jawani Budhe Nu;;Anand;India;2001-09-01;2017;TV-PG;135 min;Comedies, International Movies, Romantic Movies;After reaching his 40th birthday, an egotistical businessman kicks off his midlife crisis by deciding to secure a mistress.
80184974;Movie;Concrete Football;Jesse Adang, Syrine Boulanouar;;Czech Republic, France;2001-09-01;2017;TV-MA;52 min;Documentaries, International Movies, Sports Movies;"The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France."
80156941;Movie;Ek Jaan Hain Hum;Rajiv Mehra;Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma;India;2001-09-01;2017;TV-14;151 min;Dramas, International Movies, Music & Musicals;While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.
80178543;TV Show;FINAL FANTASY XIV Dad of Light;;Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino;Japan;2001-09-01;2017;TV-PG;1 Season;International TV Shows, TV Dramas;A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.
70213196;TV Show;Gurren Lagann;;Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal;Japan;2001-09-01;2017;TV-14;1 Season;Anime Series, International TV Shows;When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.
70208520;TV Show;High Risk;;;United States;2001-09-01;2017;TV-G;1 Season;Docuseries, Reality TV;From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.
80061314;Movie;Incorruptible;Elizabeth Chai Vasarhelyi;;United States, Senegal;2001-09-01;2017;TV-MA;90 min;Documentaries;In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections.
70052492;Movie;Inuyasha the Movie - L'isola del fuoco scarlatto;Toshiya Shinohara;Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna, Fumiko Orikasa, Richard Ian Cox, Moneca Stori;Japan;2001-09-01;2017;NR;88 min;Action & Adventure, Anime Features, International Movies;Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.
70036200;Movie;Inuyasha the Movie - La spada del dominatore del mondo;Toshiya Shinohara;Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue;Japan;2001-09-01;2017;NR;99 min;Action & Adventure, Anime Features, International Movies;The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.
70018513;Movie;InuYasha: The Movie 2: The Castle Beyond the Looking Glass;Toshiya Shinohara;Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Mieko Harada;Japan;2001-09-01;2017;NR;99 min;Action & Adventure, Anime Features, International Movies;With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.
80158480;Movie;Khoon Khoon;Mohammed Hussain;Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep;India;2001-09-01;2017;TV-14;132 min;Action & Adventure, International Movies;As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”
80105933;TV Show;LEGO Elves: Secrets of Elvendale;;Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr;United States;2001-09-01;2017;TV-Y7;1 Season;Kids' TV;Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series.
80139506;Movie;Little Evil;Eli Craig;Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field;United States;2001-09-01;2017;TV-MA;95 min;Comedies, Horror Movies;In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon.
80205314;Movie;Lorai: Play to Live;Parambrata Chatterjee;Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly;India;2001-09-01;2017;TV-14;155 min;Dramas, International Movies, Sports Movies;Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.
80133200;TV Show;Maniac;;Espen Petrus Andersen Lervaag, Håkon Bast Mossige, Arif Salum, Ingeborg Raustøl, Marte Germaine Christensen, Mats Mogeland;Norway;2001-09-01;2017;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.
80158545;Movie;Manoranjan;Shammi Kapoor;Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali;India;2001-09-01;2017;TV-14;162 min;Comedies, International Movies, Music & Musicals;After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.
80156939;Movie;Mujrim;Umesh Mehra;Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena;India;2001-09-01;2017;TV-14;163 min;Action & Adventure, Dramas, International Movies;Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.
80152537;Movie;Naruto Shippuden : Blood Prison;Masahiko Murata;Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki;Japan;2001-09-01;2017;TV-14;102 min;Action & Adventure, Anime Features, International Movies;Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.
80045673;Movie;Naruto Shippûden the Movie: The Will of Fire;Masahiko Murata;Junko Takeuchi, Kazuhiko Inoue, Chie Nakamura, Satoshi Hino, Showtaro Morikubo, Kentarô Itô, Ryoka Yuzuki, Kosuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura;Japan;2001-09-01;2017;TV-14;96 min;Action & Adventure, Anime Features, International Movies;When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.
70275937;Movie;Naruto Shippuden: The Movie: The Lost Tower;Masahiko Murata;Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Satoshi Hino, Toshiyuki Morikawa, Mutsumi Tamura, Mayuki Makiguchi, Kenji Hamada, Nobuaki Fukuda, Saori Hayami;Japan;2001-09-01;2017;TV-14;85 min;Action & Adventure, Anime Features, International Movies;When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.
70101321;Movie;Naruto the Movie 2: Legend of the Stone of Gelel;Hirotsugu Kawasaki;Junko Takeuchi, Showtaro Morikubo, Chie Nakamura, Gaamon Kai, Takako Honda, Akira Ishida, Yasuyuki Kase, Noriaki Sugiyama, Kazuhiko Inoue;Japan;2001-09-01;2017;NR;97 min;Action & Adventure, Anime Features, International Movies;While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.
70108386;Movie;Naruto the Movie 3: Guardians of the Crescent Moon Kingdom;Toshiyuki Tsuru;Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Naya Rokurô, Marika Hayashi, Hisao Egawa, Kenji Hamada, Haruhi Nanao;Japan;2001-09-01;2017;NR;95 min;Action & Adventure, Anime Features, International Movies;Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.
70074559;Movie;Naruto the Movie: Ninja Clash in the Land of Snow;Tensai Okamura;Yuri Lowenthal, Maile Flanagan, Sam Regal, Cam Clarke, Lex Lang, Kari Wahlgren, Crispin Freeman;Japan;2001-09-01;2017;NR;83 min;Action & Adventure, Anime Features, International Movies;Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.
80162197;Movie;Offline - Das leben ist kein bonuslevel;Florian Schnell;Moritz Jahn, Mala Emde, Ugur Ekeroglu, David Schütter, Hannes Wegener, Yung Ngo, Kida Khodr Ramadan;Germany;2001-09-01;2017;TV-MA;89 min;Action & Adventure, Comedies, International Movies;Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.
80184055;Movie;Resurface;Josh Izenberg, Wynn Padula;;United States;2001-09-01;2017;TV-MA;28 min;Documentaries, Sports Movies;A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.
80160358;Movie;Rocco;Thierry Demaizière, Alban Teurlai;Rocco Siffredi;France;2001-09-01;2017;TV-MA;103 min;Documentaries, International Movies;Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.
60034929;Movie;She's Gotta Have It;Spike Lee;Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee, Raye Dowell, Joie Lee, S. Epatha Merkerson, Bill Lee, Cheryl Burr, Aaron Dugger;United States;2001-09-01;2017;R;84 min;Classic Movies, Comedies, Independent Movies;A free-spirited woman can't choose between a trio of ill-suited suitors: relationship-minded Jamie, shallow male model Greer and bike messenger Mars.
80157134;Movie;Sohni Mahiwal;Latif Faiziyev, Umesh Mehra;Zeenat Aman, Pran, Tanuja, Poonam Dhillon;India, Soviet Union;2001-09-01;2017;TV-PG;160 min;Dramas, International Movies, Romantic Movies;After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her.
80141891;Movie;The Distinguished Citizen;Gastón Duprat, Mariano Cohn;Oscar Martínez, Dady Brieva, Andrea Frigerio, Nora Navas, Manuel Vicente, Belén Chavanne, Marcelo D'Andrea, Gustavo Garzón;Argentina, Spain;2001-09-01;2017;TV-MA;113 min;Comedies, Dramas, International Movies;Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero.
80183897;Movie;The Drowning;Bette Gordon;Josh Charles, Julia Stiles, Avan Jogia, Tracie Thoms, Leo Fitzpatrick, Mike Houston, Jasper Newell;United States, Hong Kong;2001-09-01;2017;TV-MA;99 min;Thrillers;Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions.
80177834;Movie;The Guardian Brothers;Gary Wang;Edward Norton, Dan Fogler, Mike Birbiglia, Bella Thorne, Randall Park, Mel Brooks, Nicole Kidman, Meryl Streep;China;2001-09-01;2017;TV-Y7-FV;86 min;Children & Family Movies, Comedies;When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them.
80121855;Movie;The Last Shaman;Raz Degan;James Freeman;United Kingdom, Italy, Israel, Peru, United States;2001-09-01;2017;TV-MA;83 min;Documentaries, International Movies;In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual.
80168028;Movie;The Lost Brother;Israel Adrián Caetano;Leonardo Sbaraglia, Daniel Hendler, Ángela Molina, Alián Devetac, Pablo Cedrón, Alejandra Flechner;Argentina, Uruguay, Spain, France;2001-09-01;2017;TV-MA;113 min;Dramas, International Movies;While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path.
80200913;TV Show;Tip the Mouse;;Alyson Leigh Rosenfeld, Dave Wills, Serra Hirsch, Erica Schroeder, Jason Griffith;Germany, United States, Italy;2001-09-01;2017;TV-Y;1 Season;Kids' TV;In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.
80190990;Movie;Todo Sobre El Asado;Mariano Cohn, Gastón Duprat;El Negro Álvarez;Argentina;2001-09-01;2017;TV-14;86 min;Documentaries, International Movies;This quirky examination of Argentina's culture, customs and cuisine slices into the country's traditional barbecue – which is both meal and ritual.
80173269;Movie;Who the F**k Is That Guy?;Drew Stone;Michael Alago;United States;2001-09-01;2017;TV-MA;78 min;Documentaries, LGBTQ Movies, Music & Musicals;Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica.
80106140;Movie;A Noble Intention;Joram Lürsen;Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk;Netherlands;2001-09-01;2016;NR;111 min;Dramas, International Movies;In 1888 Amsterdam, a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community.
80106137;Movie;Bon Bini Holland;Jelle de Jonge;Jandino Asporaat, Liliana de Vries, Teun Kuilboer, Sergio IJssel, Dennis Rudge, Alpha Oumar Barry, Phi Nguyen;Netherlands;2001-09-01;2016;TV-14;88 min;Comedies, International Movies;On the island of Curaçao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme.
80118873;TV Show;Conspiracy;;Mark Bazeley;United Kingdom;2001-09-01;2016;TV-14;1 Season;British TV Shows, Docuseries;Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.
70229514;TV Show;Dead Set;;Jaime Winstone, Andy Nyman, Kevin Eldon, Davina McCall, Warren Brown, Riz Ahmed, Beth Cordingly, Kathleen McDermott, Raj Ghatak;United Kingdom;2001-09-01;2016;TV-MA;1 Season;British TV Shows, TV Horror, TV Thrillers;While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.
80114155;Movie;Dukhtar;Afia Nathaniel;Samiya Mumtaz, Mohib Mirza, Saleha Aref, Asif Khan, Adnan Shah, Ajab Gul, Abdullah Jan, Samina Ahmad, Omair Rana, Zeeshan Shafa;Pakistan, Norway, United States;2001-09-01;2016;TV-14;93 min;Dramas, Independent Movies, International Movies;A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.
70303288;TV Show;Easy Fortune Happy Life;;Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan;Taiwan;2001-09-01;2016;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.
80118841;Movie;Figaro Pho;Luke Jurevicius;Luke Jurevicius;United Kingdom;2001-09-01;2016;TV-Y7;29 min;Children & Family Movies, Comedies;Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.
80102579;Movie;Full Out;Sean Cisterna;Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher;Canada, United States;2001-09-01;2016;TV-PG;88 min;Children & Family Movies, Dramas, Sports Movies;After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.
80111273;TV Show;Game Winning Hit;;Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin;Taiwan;2001-09-01;2016;TV-PG;1 Season;International TV Shows, TV Comedies, TV Dramas;An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.
80097438;Movie;Holy Hell;Will Allen;;United States;2001-09-01;2016;NR;103 min;Documentaries;An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.
80111710;TV Show;Lucky Days;;Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien;China;2001-09-01;2016;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.
80114419;Movie;Off Course;Nacho G. Velilla;Yon González, Julián López, Blanca Suárez, Malena Alterio, Úrsula Corberó, Miki Esparbé, Younes Bachir, Javier Cámara, Carmen Machi, José Sacristán;Spain;2001-09-01;2016;TV-MA;107 min;Comedies, International Movies;Fed up with the uselessness of their degrees and swayed by a TV commercial, two Spaniards head to Berlin for work but find it not quite as advertised.
80118888;Movie;Saudi Arabia Uncovered;;;United Kingdom;2001-09-01;2016;TV-14;52 min;Documentaries;Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.
80128337;TV Show;Station Horizon;;Bernard Yerlès, Roland Vouilloz, Gaspard Boesch, Alexandra Vandernoot, Marie Fontannaz, Lavinia Longhi, Baptiste Gilliéron;Switzerland;2001-09-01;2016;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.
70303289;TV Show;The Fierce Wife;;Sonia Sui, James Wen, Amanda Chu, Chris Wang, Karen Ying-Chen Hu, Patrick Lee, Janel Tsai, Li-li Pan, Fu Lei;Taiwan;2001-09-01;2016;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.
80111614;TV Show;The Womanizer;;Lan Cheng-lung, Sonia Sui, James Wen, Bianca Bai, George Chang, Chung Hsin-ling, Tzu-chiang Chao, Xiao Xiao Bin;China;2001-09-01;2016;TV-PG;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.
80111275;TV Show;The Year of Happiness and Love;;Amber Kuo, James Wen, Weber Yang, Sonia Sui, Nien-Jen Wu, Kay Huang, Tsai Chen-nan, Lin Mei-hsiu;Taiwan;2001-09-01;2016;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Jiang Chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.
80103426;Movie;We Need to Talk;David Serrano;Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín;Spain;2001-09-01;2016;TV-MA;91 min;Comedies, International Movies, Romantic Movies;A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.
80118889;TV Show;Witches: A Century of Murder;;Suzannah Lipscomb;United Kingdom;2001-09-01;2016;TV-14;1 Season;British TV Shows, Crime TV Shows, Docuseries;Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.
70278877;Movie;Iliza Shlesinger: War Paint;Jay Chapman;Iliza Shlesinger;United States;2001-09-01;2013;NR;75 min;Stand-Up Comedy;"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas."
80244311;Movie;After;Jenny Gage;Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher;United States;2009-10-01;2019;PG-13;106 min;Dramas, Romantic Movies;Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.
81183570;Movie;Home Is Where the Killer Is;Kaila York;Stacy Haiduk, Kelly Kruger, Christopher Sean, Anne Leighton, Beth Littleford, John-Paul Lavoisier, Kristoff St. John, Pallavi Sastry;United States;2009-10-01;2019;TV-14;87 min;Dramas, Thrillers;Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession.
80216665;TV Show;Rhythm + Flow;;Cardi B, Chance The Rapper, T.I.;United States;2009-10-01;2019;TV-MA;1 Season;Reality TV;In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.
81016328;Movie;Garuda Di Dadaku;Ifa Isfansyah;Emir Mahira, Maudy Koesnaedi, Ikranagara, Aldo Tansani, Marsha Aruan, Ari Sihasale;Indonesia;2009-10-01;2018;TV-PG;96 min;Children & Family Movies, Dramas, Sports Movies;A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.
80239503;Movie;Mo Amer: The Vagabond;Stan Lathan;Mo Amer;United States;2009-10-01;2018;TV-MA;57 min;Stand-Up Comedy;Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.
81016321;Movie;Surat Dari Praha;Angga Dwimas Sasongko;Tio Pakusadewo, Julie Estelle, Widyawati, Rio Dewanto, Chicco Jerikho, Jajang C. Noer, Shafira Umm;Indonesia;2009-10-01;2018;TV-14;98 min;Dramas, International Movies, Romantic Movies;Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man.
80031666;Movie;Winter on Fire: Ukraine's Fight for Freedom;Evgeny Afineevsky;;United Kingdom, Ukraine, United States;2009-10-01;2015;NR;99 min;Documentaries, International Movies;Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.
80995737;Movie;Deon Cole: Cole Hearted;Ryan Polito;Deon Cole;United States;2008-10-01;2019;TV-MA;70 min;Stand-Up Comedy;"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
